Country,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Brazil,25,Good,0,Good,6,Good,1,Good,25,Good
Japan,35,Good,1,Good,35,Good,0,Good,15,Good
Netherlands,36,Good,1,Good,26,Good,3,Good,36,Good
United States of America,73,Moderate,2,Good,26,Good,7,Good,73,Moderate
United States of America,52,Moderate,1,Good,22,Good,11,Good,52,Moderate
Poland,35,Good,1,Good,32,Good,1,Good,35,Good
Guatemala,94,Moderate,3,Good,9,Good,11,Good,94,Moderate
Congo,71,Moderate,3,Good,18,Good,0,Good,71,Moderate
Brazil,61,Moderate,2,Good,3,Good,5,Good,61,Moderate
Nigeria,80,Moderate,2,Good,22,Good,1,Good,80,Moderate
Kyrgyzstan,101,Unhealthy for Sensitive Groups,1,Good,60,Moderate,0,Good,101,Unhealthy for Sensitive Groups
Italy,48,Good,1,Good,45,Good,0,Good,48,Good
India,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy
Mauritius,30,Good,0,Good,28,Good,0,Good,30,Good
France,27,Good,0,Good,27,Good,0,Good,10,Good
India,57,Moderate,0,Good,30,Good,0,Good,57,Moderate
Philippines,55,Moderate,1,Good,20,Good,0,Good,55,Moderate
Indonesia,54,Moderate,1,Good,35,Good,0,Good,54,Moderate
China,69,Moderate,1,Good,45,Good,4,Good,69,Moderate
China,76,Moderate,3,Good,32,Good,2,Good,76,Moderate
China,74,Moderate,3,Good,29,Good,2,Good,74,Moderate
Brazil,36,Good,1,Good,2,Good,0,Good,36,Good
Brazil,51,Moderate,1,Good,7,Good,4,Good,51,Moderate
Peru,41,Good,1,Good,18,Good,1,Good,41,Good
United States of America,56,Moderate,1,Good,44,Good,4,Good,56,Moderate
United States of America,58,Moderate,1,Good,43,Good,5,Good,58,Moderate
United States of America,45,Good,1,Good,32,Good,7,Good,45,Good
Kazakhstan,50,Good,1,Good,41,Good,0,Good,50,Good
India,68,Moderate,0,Good,24,Good,0,Good,68,Moderate
United States of America,46,Good,1,Good,46,Good,2,Good,31,Good
Greece,67,Moderate,1,Good,44,Good,2,Good,67,Moderate
Mexico,77,Moderate,3,Good,7,Good,8,Good,77,Moderate
Serbia,63,Moderate,1,Good,33,Good,1,Good,63,Moderate
Thailand,42,Good,0,Good,19,Good,0,Good,42,Good
Thailand,59,Moderate,1,Good,27,Good,0,Good,59,Moderate
Thailand,35,Good,0,Good,17,Good,0,Good,35,Good
India,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous
Egypt,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate
Italy,48,Good,1,Good,48,Good,0,Good,12,Good
Russian Federation,32,Good,1,Good,32,Good,0,Good,26,Good
United Kingdom of Great Britain and Northern Ireland,56,Moderate,0,Good,32,Good,1,Good,56,Moderate
Germany,32,Good,1,Good,32,Good,1,Good,30,Good
Czechia,29,Good,0,Good,29,Good,2,Good,29,Good
Malawi,28,Good,0,Good,19,Good,0,Good,28,Good
Switzerland,34,Good,1,Good,25,Good,2,Good,34,Good
Brazil,18,Good,0,Good,8,Good,0,Good,18,Good
Serbia,68,Moderate,1,Good,32,Good,1,Good,68,Moderate
Cuba,89,Moderate,1,Good,22,Good,1,Good,89,Moderate
India,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy
United States of America,58,Moderate,2,Good,29,Good,12,Good,58,Moderate
United States of America,53,Moderate,1,Good,40,Good,6,Good,53,Moderate
Canada,35,Good,1,Good,35,Good,3,Good,34,Good
France,37,Good,1,Good,25,Good,2,Good,37,Good
Belgium,35,Good,1,Good,32,Good,3,Good,35,Good
France,39,Good,1,Good,25,Good,2,Good,39,Good
Saudi Arabia,122,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,122,Unhealthy for Sensitive Groups
Japan,40,Good,1,Good,40,Good,2,Good,34,Good
United Kingdom of Great Britain and Northern Ireland,58,Moderate,0,Good,32,Good,1,Good,58,Moderate
India,303,Hazardous,1,Good,48,Good,0,Good,260,Very Unhealthy
Brazil,30,Good,0,Good,16,Good,1,Good,30,Good
India,193,Unhealthy,0,Good,38,Good,0,Good,193,Unhealthy
Turkey,36,Good,1,Good,36,Good,0,Good,30,Good
Indonesia,49,Good,1,Good,30,Good,0,Good,49,Good
Brazil,32,Good,1,Good,14,Good,1,Good,32,Good
United States of America,28,Good,1,Good,22,Good,4,Good,28,Good
Canada,21,Good,1,Good,21,Good,1,Good,13,Good
Indonesia,63,Moderate,2,Good,40,Good,0,Good,63,Moderate
Peru,30,Good,1,Good,1,Good,0,Good,30,Good
Spain,32,Good,1,Good,30,Good,1,Good,32,Good
Mexico,48,Good,1,Good,5,Good,4,Good,48,Good
Israel,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate
Chile,182,Unhealthy,14,Good,1,Good,23,Good,182,Unhealthy
India,356,Hazardous,1,Good,60,Moderate,0,Good,284,Very Unhealthy
United States of America,62,Moderate,1,Good,44,Good,5,Good,62,Moderate
Bangladesh,191,Unhealthy,2,Good,133,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy
India,150,Unhealthy,1,Good,41,Good,0,Good,150,Unhealthy
Thailand,53,Moderate,0,Good,27,Good,0,Good,53,Moderate
India,226,Very Unhealthy,1,Good,48,Good,1,Good,226,Very Unhealthy
Brazil,16,Good,0,Good,12,Good,0,Good,16,Good
Finland,34,Good,1,Good,34,Good,1,Good,17,Good
Germany,30,Good,1,Good,27,Good,2,Good,30,Good
United States of America,55,Moderate,2,Good,26,Good,12,Good,55,Moderate
Benin,73,Moderate,1,Good,20,Good,1,Good,73,Moderate
Italy,46,Good,1,Good,46,Good,0,Good,14,Good
Sierra Leone,48,Good,1,Good,16,Good,0,Good,48,Good
Haiti,103,Unhealthy for Sensitive Groups,1,Good,25,Good,1,Good,103,Unhealthy for Sensitive Groups
Portugal,46,Good,0,Good,30,Good,2,Good,46,Good
United States of America,43,Good,1,Good,43,Good,2,Good,39,Good
United States of America,52,Moderate,1,Good,44,Good,4,Good,52,Moderate
India,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous
Thailand,36,Good,0,Good,16,Good,0,Good,36,Good
Germany,39,Good,0,Good,39,Good,0,Good,23,Good
Russian Federation,58,Moderate,1,Good,25,Good,9,Good,58,Moderate
Brazil,24,Good,0,Good,7,Good,1,Good,24,Good
Brazil,52,Moderate,1,Good,4,Good,3,Good,52,Moderate
United States of America,56,Moderate,1,Good,21,Good,6,Good,56,Moderate
United States of America,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
Brazil,95,Moderate,3,Good,23,Good,8,Good,95,Moderate
Peru,25,Good,1,Good,3,Good,0,Good,25,Good
France,40,Good,1,Good,30,Good,1,Good,40,Good
Lebanon,78,Moderate,1,Good,46,Good,1,Good,78,Moderate
Italy,47,Good,1,Good,47,Good,2,Good,27,Good
France,42,Good,1,Good,31,Good,1,Good,42,Good
Brazil,39,Good,1,Good,14,Good,2,Good,39,Good
France,37,Good,1,Good,30,Good,1,Good,37,Good
Philippines,50,Good,1,Good,23,Good,0,Good,50,Good
India,190,Unhealthy,2,Good,98,Moderate,1,Good,190,Unhealthy
United States of America,62,Moderate,1,Good,18,Good,13,Good,62,Moderate
India,152,Unhealthy,0,Good,29,Good,0,Good,152,Unhealthy
Thailand,56,Moderate,1,Good,31,Good,0,Good,56,Moderate
China,145,Unhealthy for Sensitive Groups,2,Good,145,Unhealthy for Sensitive Groups,3,Good,82,Moderate
India,292,Very Unhealthy,3,Good,136,Unhealthy for Sensitive Groups,3,Good,292,Very Unhealthy
United Republic of Tanzania,20,Good,0,Good,14,Good,0,Good,20,Good
India,153,Unhealthy,0,Good,29,Good,0,Good,153,Unhealthy
Brazil,25,Good,0,Good,9,Good,1,Good,25,Good
Uruguay,38,Good,1,Good,19,Good,2,Good,38,Good
India,158,Unhealthy,0,Good,25,Good,0,Good,158,Unhealthy
Russian Federation,34,Good,1,Good,34,Good,0,Good,10,Good
Turkey,46,Good,1,Good,29,Good,0,Good,46,Good
India,173,Unhealthy,3,Good,159,Unhealthy,1,Good,173,Unhealthy
Turkey,44,Good,1,Good,33,Good,0,Good,44,Good
Ukraine,39,Good,1,Good,39,Good,0,Good,12,Good
Benin,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups
Russian Federation,37,Good,1,Good,37,Good,0,Good,30,Good
United States of America,60,Moderate,1,Good,22,Good,3,Good,60,Moderate
United Republic of Tanzania,23,Good,0,Good,17,Good,0,Good,23,Good
United States of America,93,Moderate,1,Good,24,Good,5,Good,93,Moderate
United States of America,28,Good,1,Good,28,Good,8,Good,25,Good
Mexico,91,Moderate,2,Good,22,Good,3,Good,91,Moderate
United States of America,39,Good,1,Good,22,Good,1,Good,39,Good
Mexico,66,Moderate,1,Good,10,Good,5,Good,66,Moderate
Bolivia (Plurinational State of),6,Good,0,Good,5,Good,0,Good,6,Good
United States of America,44,Good,1,Good,27,Good,10,Good,44,Good
Pakistan,153,Unhealthy,3,Good,153,Unhealthy,1,Good,152,Unhealthy
Japan,42,Good,1,Good,42,Good,0,Good,12,Good
Italy,62,Moderate,1,Good,32,Good,4,Good,62,Moderate
United Kingdom of Great Britain and Northern Ireland,35,Good,1,Good,22,Good,6,Good,35,Good
United Kingdom of Great Britain and Northern Ireland,27,Good,1,Good,25,Good,3,Good,27,Good
Namibia,19,Good,0,Good,18,Good,0,Good,19,Good
India,198,Unhealthy,3,Good,91,Moderate,3,Good,198,Unhealthy
India,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy
Spain,33,Good,1,Good,33,Good,1,Good,28,Good
India,194,Unhealthy,1,Good,46,Good,0,Good,194,Unhealthy
India,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous
Brazil,37,Good,1,Good,3,Good,3,Good,37,Good
Netherlands,30,Good,0,Good,30,Good,2,Good,27,Good
United States of America,61,Moderate,1,Good,10,Good,16,Good,61,Moderate
Poland,32,Good,1,Good,24,Good,3,Good,32,Good
Iran (Islamic Republic of),84,Moderate,1,Good,45,Good,0,Good,84,Moderate
Russian Federation,33,Good,1,Good,33,Good,1,Good,21,Good
Japan,44,Good,1,Good,44,Good,0,Good,15,Good
Albania,68,Moderate,1,Good,39,Good,1,Good,68,Moderate
United States of America,57,Moderate,2,Good,21,Good,11,Good,57,Moderate
United States of America,29,Good,1,Good,29,Good,2,Good,27,Good
Mexico,35,Good,1,Good,22,Good,1,Good,35,Good
Germany,37,Good,1,Good,21,Good,4,Good,37,Good
Cameroon,76,Moderate,3,Good,8,Good,1,Good,76,Moderate
China,90,Moderate,3,Good,46,Good,3,Good,90,Moderate
France,34,Good,1,Good,26,Good,9,Good,34,Good
United States of America,65,Moderate,1,Good,30,Good,1,Good,65,Moderate
France,29,Good,0,Good,28,Good,2,Good,29,Good
United States of America,37,Good,1,Good,27,Good,8,Good,37,Good
United States of America,72,Moderate,1,Good,29,Good,3,Good,72,Moderate
Brazil,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy
Germany,36,Good,1,Good,25,Good,3,Good,36,Good
United States of America,46,Good,1,Good,37,Good,2,Good,46,Good
Japan,71,Moderate,1,Good,71,Moderate,3,Good,49,Good
Germany,29,Good,0,Good,29,Good,2,Good,26,Good
Israel,77,Moderate,1,Good,43,Good,6,Good,77,Moderate
India,48,Good,0,Good,24,Good,0,Good,48,Good
Spain,57,Moderate,1,Good,19,Good,10,Good,57,Moderate
Italy,53,Moderate,1,Good,38,Good,2,Good,53,Moderate
Netherlands,30,Good,0,Good,25,Good,3,Good,30,Good
Germany,31,Good,0,Good,30,Good,1,Good,31,Good
Guyana,27,Good,0,Good,19,Good,0,Good,27,Good
Germany,30,Good,0,Good,28,Good,2,Good,30,Good
India,120,Unhealthy for Sensitive Groups,1,Good,30,Good,0,Good,120,Unhealthy for Sensitive Groups
United States of America,25,Good,0,Good,24,Good,2,Good,25,Good
United States of America,57,Moderate,2,Good,22,Good,14,Good,57,Moderate
Thailand,66,Moderate,1,Good,28,Good,1,Good,66,Moderate
Philippines,70,Moderate,1,Good,21,Good,0,Good,70,Moderate
Iran (Islamic Republic of),105,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,105,Unhealthy for Sensitive Groups
Brazil,12,Good,1,Good,12,Good,0,Good,11,Good
China,25,Good,0,Good,25,Good,0,Good,12,Good
India,129,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,129,Unhealthy for Sensitive Groups
Germany,32,Good,1,Good,27,Good,3,Good,32,Good
France,42,Good,1,Good,28,Good,0,Good,42,Good
Brazil,34,Good,1,Good,13,Good,1,Good,34,Good
Colombia,60,Moderate,2,Good,8,Good,4,Good,60,Moderate
Netherlands,33,Good,0,Good,33,Good,1,Good,26,Good
United Kingdom of Great Britain and Northern Ireland,37,Good,1,Good,12,Good,13,Good,37,Good
Philippines,50,Good,1,Good,20,Good,0,Good,50,Good
France,46,Good,1,Good,26,Good,2,Good,46,Good
Germany,31,Good,0,Good,28,Good,1,Good,31,Good
Malaysia,95,Moderate,9,Good,95,Moderate,0,Good,46,Good
China,192,Unhealthy,4,Good,192,Unhealthy,6,Good,124,Unhealthy for Sensitive Groups
Czechia,49,Good,1,Good,24,Good,2,Good,49,Good
Belgium,31,Good,0,Good,31,Good,2,Good,31,Good
Belgium,34,Good,0,Good,29,Good,3,Good,34,Good
Netherlands,32,Good,0,Good,27,Good,3,Good,32,Good
Congo,100,Unhealthy for Sensitive Groups,1,Good,16,Good,0,Good,100,Unhealthy for Sensitive Groups
Senegal,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy
Poland,35,Good,1,Good,20,Good,3,Good,35,Good
Poland,32,Good,1,Good,32,Good,1,Good,28,Good
Indonesia,98,Moderate,2,Good,47,Good,0,Good,98,Moderate
Philippines,32,Good,1,Good,29,Good,0,Good,32,Good
India,164,Unhealthy,1,Good,35,Good,0,Good,164,Unhealthy
Ukraine,61,Moderate,1,Good,29,Good,1,Good,61,Moderate
Brazil,16,Good,1,Good,12,Good,0,Good,16,Good
Pakistan,167,Unhealthy,1,Good,49,Good,1,Good,167,Unhealthy
Lesotho,117,Unhealthy for Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy for Sensitive Groups
United States of America,56,Moderate,1,Good,25,Good,2,Good,56,Moderate
United Republic of Tanzania,50,Good,0,Good,23,Good,0,Good,50,Good
India,119,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,119,Unhealthy for Sensitive Groups
India,180,Unhealthy,1,Good,45,Good,0,Good,180,Unhealthy
India,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy
India,434,Hazardous,1,Good,53,Moderate,1,Good,362,Hazardous
United States of America,53,Moderate,1,Good,18,Good,14,Good,53,Moderate
Ukraine,50,Good,1,Good,24,Good,11,Good,50,Good
France,40,Good,1,Good,26,Good,3,Good,40,Good
Philippines,55,Moderate,1,Good,19,Good,0,Good,55,Moderate
Benin,34,Good,1,Good,18,Good,1,Good,34,Good
Iran (Islamic Republic of),172,Unhealthy,3,Good,172,Unhealthy,5,Good,145,Unhealthy for Sensitive Groups
Italy,69,Moderate,1,Good,22,Good,6,Good,69,Moderate
Mongolia,38,Good,0,Good,38,Good,0,Good,34,Good
India,184,Unhealthy,1,Good,39,Good,1,Good,184,Unhealthy
Democratic Republic of the Congo,74,Moderate,2,Good,23,Good,1,Good,74,Moderate
Venezuela (Bolivarian Republic of),118,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,118,Unhealthy for Sensitive Groups
Italy,52,Moderate,1,Good,52,Moderate,1,Good,36,Good
India,500,Hazardous,1,Good,73,Moderate,1,Good,500,Hazardous
Germany,30,Good,0,Good,30,Good,1,Good,25,Good
China,207,Very Unhealthy,4,Good,207,Very Unhealthy,3,Good,150,Unhealthy
France,35,Good,0,Good,28,Good,2,Good,35,Good
Germany,34,Good,0,Good,28,Good,2,Good,34,Good
United States of America,73,Moderate,2,Good,35,Good,8,Good,73,Moderate
Japan,38,Good,1,Good,38,Good,0,Good,20,Good
India,70,Moderate,0,Good,22,Good,0,Good,70,Moderate
Bulgaria,40,Good,1,Good,40,Good,1,Good,24,Good
Pakistan,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous
Germany,28,Good,0,Good,27,Good,2,Good,28,Good
United States of America,52,Moderate,1,Good,27,Good,12,Good,52,Moderate
United States of America,70,Moderate,2,Good,20,Good,20,Good,70,Moderate
Finland,33,Good,0,Good,33,Good,0,Good,5,Good
Japan,59,Moderate,1,Good,59,Moderate,1,Good,23,Good
Germany,30,Good,0,Good,30,Good,1,Good,24,Good
China,169,Unhealthy,4,Good,169,Unhealthy,3,Good,150,Unhealthy
Japan,45,Good,1,Good,45,Good,0,Good,16,Good
Japan,44,Good,1,Good,44,Good,0,Good,22,Good
United States of America,61,Moderate,1,Good,27,Good,11,Good,61,Moderate
Somalia,58,Moderate,0,Good,21,Good,0,Good,58,Moderate
Japan,44,Good,1,Good,44,Good,0,Good,32,Good
Solomon Islands,18,Good,0,Good,18,Good,0,Good,6,Good
India,65,Moderate,0,Good,22,Good,0,Good,65,Moderate
Paraguay,20,Good,0,Good,20,Good,0,Good,20,Good
Armenia,31,Good,0,Good,31,Good,0,Good,30,Good
China,138,Unhealthy for Sensitive Groups,3,Good,138,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups
Peru,39,Good,1,Good,19,Good,1,Good,39,Good
Zimbabwe,44,Good,0,Good,17,Good,0,Good,44,Good
Japan,74,Moderate,1,Good,74,Moderate,1,Good,35,Good
India,51,Moderate,0,Good,23,Good,0,Good,51,Moderate
Nigeria,125,Unhealthy for Sensitive Groups,5,Good,16,Good,2,Good,125,Unhealthy for Sensitive Groups
India,95,Moderate,0,Good,22,Good,0,Good,95,Moderate
India,500,Hazardous,1,Good,40,Good,0,Good,376,Hazardous
Russian Federation,40,Good,1,Good,30,Good,8,Good,40,Good
India,108,Unhealthy for Sensitive Groups,0,Good,23,Good,0,Good,108,Unhealthy for Sensitive Groups
Namibia,72,Moderate,0,Good,19,Good,0,Good,72,Moderate
Ukraine,75,Moderate,1,Good,37,Good,1,Good,75,Moderate
United Republic of Tanzania,20,Good,0,Good,14,Good,0,Good,20,Good
Turkey,64,Moderate,1,Good,41,Good,0,Good,64,Moderate
Ukraine,37,Good,1,Good,37,Good,0,Good,30,Good
United States of America,40,Good,0,Good,21,Good,1,Good,40,Good
Russian Federation,35,Good,1,Good,35,Good,0,Good,15,Good
Austria,59,Moderate,1,Good,30,Good,3,Good,59,Moderate
Croatia,48,Good,1,Good,48,Good,0,Good,35,Good
Papua New Guinea,104,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,104,Unhealthy for Sensitive Groups
Russian Federation,30,Good,1,Good,30,Good,0,Good,10,Good
Czechia,50,Good,1,Good,23,Good,4,Good,50,Good
Poland,32,Good,1,Good,32,Good,1,Good,29,Good
Russian Federation,42,Good,1,Good,32,Good,0,Good,42,Good
Poland,46,Good,1,Good,21,Good,4,Good,46,Good
Pakistan,230,Very Unhealthy,5,Good,130,Unhealthy for Sensitive Groups,9,Good,230,Very Unhealthy
Russian Federation,39,Good,1,Good,39,Good,0,Good,20,Good
India,72,Moderate,1,Good,28,Good,2,Good,72,Moderate
Chad,59,Moderate,2,Good,6,Good,0,Good,59,Moderate
India,69,Moderate,0,Good,26,Good,0,Good,69,Moderate
Ukraine,78,Moderate,1,Good,38,Good,0,Good,78,Moderate
Russian Federation,29,Good,1,Good,28,Good,0,Good,29,Good
Russian Federation,34,Good,1,Good,34,Good,1,Good,24,Good
Germany,36,Good,1,Good,26,Good,2,Good,36,Good
Germany,30,Good,0,Good,30,Good,1,Good,27,Good
Ukraine,52,Moderate,1,Good,36,Good,1,Good,52,Moderate
India,74,Moderate,0,Good,24,Good,0,Good,74,Moderate
Russian Federation,48,Good,1,Good,33,Good,1,Good,48,Good
India,54,Moderate,0,Good,21,Good,0,Good,54,Moderate
Japan,33,Good,1,Good,33,Good,0,Good,9,Good
Myanmar,61,Moderate,0,Good,21,Good,0,Good,61,Moderate
Mexico,37,Good,1,Good,8,Good,3,Good,37,Good
France,60,Moderate,1,Good,30,Good,6,Good,60,Moderate
Honduras,55,Moderate,2,Good,5,Good,4,Good,55,Moderate
United States of America,58,Moderate,2,Good,14,Good,19,Good,58,Moderate
Brazil,17,Good,1,Good,17,Good,0,Good,12,Good
Brazil,34,Good,0,Good,15,Good,2,Good,34,Good
Germany,41,Good,0,Good,28,Good,2,Good,41,Good
Brazil,31,Good,1,Good,15,Good,1,Good,31,Good
Brazil,24,Good,1,Good,8,Good,0,Good,24,Good
Japan,78,Moderate,1,Good,78,Moderate,3,Good,51,Moderate
Spain,43,Good,1,Good,43,Good,0,Good,30,Good
India,390,Hazardous,1,Good,54,Moderate,1,Good,335,Hazardous
India,150,Unhealthy,1,Good,30,Good,0,Good,150,Unhealthy
Nigeria,159,Unhealthy,6,Good,16,Good,5,Good,159,Unhealthy
United Kingdom of Great Britain and Northern Ireland,31,Good,1,Good,31,Good,2,Good,25,Good
Japan,116,Unhealthy for Sensitive Groups,2,Good,116,Unhealthy for Sensitive Groups,0,Good,64,Moderate
Côte d'Ivoire,84,Moderate,2,Good,10,Good,1,Good,84,Moderate
Brazil,16,Good,0,Good,16,Good,0,Good,16,Good
Brazil,28,Good,0,Good,14,Good,1,Good,28,Good
Ukraine,59,Moderate,1,Good,31,Good,0,Good,59,Moderate
Ukraine,51,Moderate,1,Good,34,Good,1,Good,51,Moderate
Spain,36,Good,1,Good,17,Good,3,Good,36,Good
India,139,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,139,Unhealthy for Sensitive Groups
India,500,Hazardous,1,Good,49,Good,1,Good,493,Hazardous
India,174,Unhealthy,1,Good,59,Moderate,1,Good,174,Unhealthy
India,156,Unhealthy,5,Good,124,Unhealthy for Sensitive Groups,10,Good,156,Unhealthy
China,162,Unhealthy,10,Good,79,Moderate,25,Good,162,Unhealthy
Mexico,95,Moderate,2,Good,9,Good,9,Good,95,Moderate
India,130,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,130,Unhealthy for Sensitive Groups
China,93,Moderate,2,Good,51,Moderate,2,Good,93,Moderate
Poland,43,Good,1,Good,30,Good,3,Good,43,Good
Germany,34,Good,1,Good,23,Good,3,Good,34,Good
United Republic of Tanzania,171,Unhealthy,6,Good,10,Good,3,Good,171,Unhealthy
China,95,Moderate,2,Good,79,Moderate,0,Good,95,Moderate
Finland,32,Good,1,Good,32,Good,0,Good,24,Good
India,500,Hazardous,2,Good,95,Moderate,2,Good,478,Hazardous
India,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
Russian Federation,24,Good,1,Good,24,Good,0,Good,19,Good
Ukraine,78,Moderate,1,Good,36,Good,1,Good,78,Moderate
Cambodia,59,Moderate,1,Good,27,Good,0,Good,59,Moderate
Pakistan,135,Unhealthy for Sensitive Groups,2,Good,135,Unhealthy for Sensitive Groups,1,Good,86,Moderate
India,500,Hazardous,3,Good,53,Moderate,8,Good,500,Hazardous
Finland,30,Good,1,Good,30,Good,2,Good,14,Good
China,201,Very Unhealthy,3,Good,201,Very Unhealthy,4,Good,142,Unhealthy for Sensitive Groups
India,84,Moderate,1,Good,40,Good,1,Good,84,Moderate
India,23,Good,1,Good,21,Good,0,Good,23,Good
India,168,Unhealthy,3,Good,168,Unhealthy,2,Good,146,Unhealthy for Sensitive Groups
India,144,Unhealthy for Sensitive Groups,1,Good,36,Good,0,Good,144,Unhealthy for Sensitive Groups
Russian Federation,38,Good,1,Good,37,Good,1,Good,38,Good
Japan,75,Moderate,1,Good,75,Moderate,1,Good,34,Good
United States of America,54,Moderate,1,Good,6,Good,14,Good,54,Moderate
Hungary,65,Moderate,1,Good,27,Good,2,Good,65,Moderate
Belgium,39,Good,1,Good,23,Good,5,Good,39,Good
Turkey,37,Good,1,Good,31,Good,5,Good,37,Good
United States of America,36,Good,0,Good,20,Good,1,Good,36,Good
United States of America,53,Moderate,1,Good,31,Good,6,Good,53,Moderate
India,112,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,112,Unhealthy for Sensitive Groups
India,130,Unhealthy for Sensitive Groups,0,Good,31,Good,0,Good,130,Unhealthy for Sensitive Groups
Italy,40,Good,1,Good,40,Good,2,Good,23,Good
France,59,Moderate,1,Good,37,Good,6,Good,59,Moderate
United States of America,29,Good,1,Good,29,Good,2,Good,17,Good
Uganda,62,Moderate,2,Good,17,Good,0,Good,62,Moderate
Malaysia,79,Moderate,2,Good,36,Good,0,Good,79,Moderate
Chad,65,Moderate,2,Good,23,Good,1,Good,65,Moderate
United Republic of Tanzania,19,Good,0,Good,19,Good,0,Good,19,Good
Tunisia,57,Moderate,1,Good,57,Moderate,1,Good,53,Moderate
Germany,44,Good,1,Good,35,Good,2,Good,44,Good
Philippines,78,Moderate,1,Good,31,Good,0,Good,78,Moderate
Cuba,56,Moderate,1,Good,25,Good,1,Good,56,Moderate
Senegal,171,Unhealthy,2,Good,20,Good,3,Good,171,Unhealthy
Colombia,121,Unhealthy for Sensitive Groups,4,Good,7,Good,8,Good,121,Unhealthy for Sensitive Groups
Argentina,14,Good,1,Good,14,Good,0,Good,3,Good
United States of America,95,Moderate,1,Good,23,Good,10,Good,95,Moderate
United States of America,52,Moderate,1,Good,33,Good,3,Good,52,Moderate
Hungary,67,Moderate,1,Good,36,Good,2,Good,67,Moderate
Netherlands,34,Good,0,Good,34,Good,2,Good,32,Good
Turkey,72,Moderate,1,Good,42,Good,1,Good,72,Moderate
Brazil,47,Good,1,Good,7,Good,1,Good,47,Good
